document_id,publish_date,clean_title,authors,tags,category
6254df3c9a79470f526af169c5nd5ZVfRXOM6r4vqarcMg,2022-04-12 02:17:31,Глава Госзнака сообщил о смещении сроков по выходу новой сторублевки,[],"['59e769a39a794784016db28e', '5a0cff769a79477c91f4f6a3', '558abf3b9a7947106f992938']",5409f11ce063da9c8b588a18
6206e5ed9a79479cfcf99140Zvp599alTnG9T7wV6jloQw,2022-02-11 23:00:10,Обследование в больнице показало отсутствие пневмонии у Зюганова,[],"['54bd2da09a79470472562f4b', '5409f3a9e063daa0f408b372', '54e73f9a9a7947b00c3d67bf', '591abcc59a79474a13944600', '55110d0e9a79475861c1cbdb']",5409f11ce063da9c8b588a12
627d4b519a794737b20208b3lp28zIb2TSuYdLwK6gmgKQ,2022-05-13 02:00:19,"Аналитики назвали города, где раньше всего заказывают доставку продуктов",[],"['55d490639a79475de292bd7c', '5409f3c2e063daa0f408b417']",5433e5decbb20f277b20eca9
620060559a79474aae7a8e7eEnKFaoAYTiyPoc6WrEv_jQ,2022-02-07 00:09:44,Захарова предложила называть натовцев «натистами» из-за фейков об Украине,['619226fb9a7947e681606cc3'],"['556e926a9a794721a7851f18', '5409f196e063daa0f408ae65', '591d9d909a79476a3d50e4a9']",5409f11ce063da9c8b588a12
62823c869a794708d2ce8634GBn3ze4UTsyvC35EfQs6VA,2022-05-16 13:06:09,"Лукашенко предупредил союзников по ОДКБ, что «нас завтра может не быть»",['6130a7379a79472aeb4546e3'],"['5470d0a0cbb20fec40b24594', '549944829a79476315fe350d', '5409f30ae063daa0f408b1e1', '566951239a79479eb17ab51f']",5409f11ce063da9c8b588a12
620dd6ce9a794753a204be5ctNzC1BJxSo6trzrJbKMxGw,2022-02-17 05:36:37,Четыре человека погибли при столкновении пяти автомобилей в Кемерово,[],"['54263165cbb20fc5cc82528e', '54dcaa6a9a79471bacf43a73']",5433e5decbb20f277b20eca9
6269269f9a79477d401d00c88MGAOPB7R_uiTnjrFH2wew,2022-04-27 12:55:52,Правительство Японии отложит безвизовые обмены с Россией,[],"['5409f15ae063daa0f408ad8c', '544f8899cbb20f9821503f82', '555bffeb9a79473b32299028']",5409f11ce063da9c8b588a12
623de3da9a79478054f5f056HigJ-sGqTxqLBwECp5i9sA,2022-03-25 15:52:13,Представитель Абрамовича опроверг данные о его планах купить дом в Дубае,"['54215736cbb20f5cdfa7a8ce','5b4c70ae9a79472e05ca3037']","['5447d958cbb20f05db166907', '54dc85709a7947798a41220e', '5592a7409a794719538cf0da', '5431e747cbb20f65bf8e5cb3']",540d5eafcbb20f2524fc0509
6202233c9a79475a4559c8c9NXa94CtcSMq-Wfpsm88sEQ,2022-02-08 08:46:38,"МИД выразил надежду, что ЕС не введет санкции против России",[],"['5409f1a3e063daa0f408ae98', '59edc6959a794707031e513c', '5409f294e063daa0f408b111']",5409f11ce063da9c8b588a12
62542c279a7947d43b98f981_cDhkIocTGW61SI0By8UuA,2022-04-11 13:37:38,РКН призвал Google исключить угрозы после фразы в переводчике про россиян,[],"['542580eacbb20f48618cb28b', '5409f41de063daa0f408b589']",5409f11ce063da9c8b588a12
625a088c9a7947647b536074DVtlCJVORniUKKTzgF3ryA,2022-04-16 00:21:43,Reuters узнал о плане украинского премьера Шмыгаля посетить Вашингтон,[],"['5409f15de063daa0f408ada8', '5409f15ee063daa0f408adb0', '5409f309e063daa0f408b1dd', '621a3d0c9a794728d449ae5e']",5409f11ce063da9c8b588a12
61fdae029a7947a358ab258aKbHCImH_QByWnyUAnCPXEg,2022-02-04 23:16:37,Во Франции отклонили резолюцию с призывом предоставить убежище Ассанжу,['604f2c199a79478ec0029eae'],"['546df199cbb20f2f972ace2a', '5409f15ae063daa0f408ad8a', '5409f1b7e063daa0f408aec5', '56292f229a79479a98466708']",5409f11ce063da9c8b588a12
62396e529a7947aec4ca0605RWRf-0kBQoS2ItqswTcypw,2022-03-22 07:18:58,"В МИДе заявили, что отношения с США оказались на грани разрыва",['57f797ee9a7947a5681d187e'],"['54856f72cbb20fc24f8ac63c', '5409f1a3e063daa0f408ae98', '58ebb2699a794757edf778fc']",5409f11ce063da9c8b588a12
625824899a7947b9dc192174I6BhPongSjK0HUAAYDsUcA,2022-04-14 15:20:15,"Reuters узнал, что ЕС закрыл позволявшую продажу оружия России лазейку",['5a9fa2e39a79470cd086f61a'],"['5409f1c0e063daa0f408aedd', '5409f2e9e063daa0f408b1ab', '5409f168e063daa0f408add3', '5409f294e063daa0f408b111']",5409f11ce063da9c8b588a12
6245a8d79a7947e02d95279eMYsiJ7xfSv2qMcfTD3CGdA,2022-03-31 13:18:22,Путин объяснил схему оплаты газа со стороны недружественных стран,['5a9fa2e39a79470cd086f61a'],"['58abcf539a7947f18bc079eb', '5409f15de063daa0f408ada9']",5409f11ce063da9c8b588a12
6210be0b9a7947e3a17f42a1Jpmw45JXS3qDSV31Pp-8Qg,2022-02-19 10:21:36,Беженцев из ДНР вывозят в Россию на поездах. Видео,[],"['542b5794cbb20f7c0ab652cb', '59bd2c2c9a79471228485aeb', '57039b679a79474490b76343', '559292b59a794751dc8385b7', '5409f151e063daa0f408ad71']",5409f11ce063da9c8b588a12
624ad99d9a7947e65bed75c09-07LOJxTTS1wNtCWgacZQ,2022-04-04 11:47:23,В Приморье задержали экс-кандидата в губернаторы Ищенко,[],"['5409f3a4e063daa0f408b34f', '543f272ecbb20f1a4c0919f4', '543ec15ecbb20f6e1fde87aa']",5433e5decbb20f277b20eca9
6242ed009a7947674750ed1cpShrp2GFT2qFckeWzCeFXA,2022-03-29 12:15:19,Минфин нашел решение с получением россиянами выплат по госбондам,"['54254690cbb20fa485b88cc9','5a9fa2e39a79470cd086f61a']","['5409f257e063daa0f408b072', '578490e49a79474c51627097']",5409f11ce063da9c8b588a18
61fa8ac19a794702420ebbd54ixPJps-TFGlE0qBiNwYTQ,2022-02-02 14:54:34,Собчак и Виторган ответили Шнурову на слова о своем сыне,[],"['549a99a59a794711749dc8f2', '55e717b29a7947fb9791fdf4']",5433e5decbb20f277b20eca9
6207a41e9a7947cb105dc5a4UyfTTVNYQB-vE2zoDY6FOA,2022-02-12 12:22:44,МИД обвинил Киев в невыполнении минских соглашений в течение семи лет,[],"['560412f49a794793ea3dd444', '5409f191e063daa0f408ae5c', '5409f15de063daa0f408ada8']",5409f11ce063da9c8b588a12
628c508c9a7947185d04e565ChwWD9q1Rua36iAyl5ltMA,2022-05-24 03:45:21,Красный Крест обещал ответить на запрос Москальковой о посещении пленных,[],"['5719f0409a79471199d3b420', '54268824cbb20f4122da4b1c', '55abdafb9a79473677d818d4', '556879229a7947161a6eb46e']",5409f11ce063da9c8b588a12
620cc1c69a7947e87f6b2ad705fCDim9QoGugCkTGNdrhg,2022-02-16 09:32:52,Песков указал на отсутствие регламента по обращению о ДНР и ЛНР,[],"['545caa9ecbb20f366651641e', '58abcf539a7947f18bc079eb', '54481740cbb20f6a6211709c']",5409f11ce063da9c8b588a12
6204db689a794756c4273975xMxkWattR_ewhI94MWFjLg,2022-02-10 09:44:37,В Москве изменили методику учета случаев заражения коронавирусом,['57f797ee9a7947a5681d187e'],"['5577f72f9a7947f6177effbc', '5409f15be063daa0f408ad93', '559294209a794751dc83a179']",5433e5decbb20f277b20eca9
6202561b9a7947749d434273i_6x-_IgS0upp34kpVcG5A,2022-02-08 12:23:45,В Нижегородской области начали проверку после родов женщины в коллекторе,[],"['555d9c479a79474288f36401', '5592b2be9a7947d291915dfc', '5632c7dd9a79472cc16a31f4', '55110d0e9a79475861c1cbdb']",5433e5decbb20f277b20eca9
625c0bc19a79475341a07197o_cAm4WmSzOV7ApIf6SdZg,2022-04-17 13:11:30,Фон дер Ляйен предупредила о скором дефолте России из-за западных санкций,['604f2c199a79478ec0029eae'],"['582546689a794750649b3a6a', '54601c22cbb20f10b7ca02e7', '5409f183e063daa0f408ae32', '5409f140e063daa0f408ad1d', '5409f294e063daa0f408b111']",5409f11ce063da9c8b588a12
626d24bb9a7947584bba5dc6QyfLcCq9SWCho0iyRUba1A,2022-04-30 12:47:32,Власти Бердянска начнут платить зарплаты и пенсии в рублях,['619226fb9a7947e681606cc3'],"['5409f15de063daa0f408ada8', '542d2d97cbb20fc67faf1128', '5447cbddcbb20f554b5fd65d']",5409f11ce063da9c8b588a12
6288b6e99a7947254d6c1f17NC-NBqAZS4aHpnu3azrYiw,2022-05-21 10:36:15,В Каннах на красную дорожку выбежала полуголая женщина в цветах Украины,[],"['5409f3c4e063daa0f408b425', '5592a88d9a794719538d0225', '5409f32be063daa0f408b21a', '561c761a9a7947384fda04e0']",5433e5decbb20f277b20eca9
624ba6769a794729ebd3035c4xk7uKNMTAafIfJRcFGCeg,2022-04-05 02:21:29,Reuters узнал о запрете США обслуживать долг России с американских счетов,['60bf2f0f9a79475cc856c5a1'],"['5409f15ee063daa0f408adb0', '57865fd99a7947c2830670ec', '570685a19a79479085286afd', '5409f294e063daa0f408b111']",5409f11ce063da9c8b588a12
620fbe7b9a7947a15fea5326KpArTby-TqWKwPREElU6kg,2022-02-18 15:58:11,На заправках в Донецке выстроились очереди. Видео,[],"['5409f191e063daa0f408ae5c', '5409f163e063daa0f408adc7', '5409f15de063daa0f408ada8', '571df3ce9a79475c7a56b3b0']",5409f11ce063da9c8b588a12
623819719a79473a001bdc11kMxursQ_QkaJjAcrjlBQfg,2022-03-21 08:05:27,Производитель автозапчастей IHI приостановит производство в России,[],"['5409f15ae063daa0f408ad8c', '5409f222e063daa0f408afcf', '54dc41619a79475ac466fc89', '5592aa849a794719538d1745', '55110d0e9a79475861c1cbdb']",540d5eafcbb20f2524fc0509
620533b39a794700f5830ae0vDi5_j0PQVCaKj2UJf9_gw,2022-02-10 16:27:08,Парламент Чечни предложил переименовать суды в Грозном,['619226fb9a7947e681606cc3'],"['5409f1f9e063daa0f408af59', '54315649cbb20f67c5046e28', '54350aa7cbb20f34c8ec2b29', '54d3860c9a79477eb74c4df7', '5409f145e063daa0f408ad35', '5409f30fe063daa0f408b1f1', '590c6f629a794772cb1ebfb0']",5433e5decbb20f277b20eca9
626d5bb19a794767afd396df2pM1LuGoRteK4UYzBvvOdQ,2022-04-30 16:17:22,Анджелина Джоли пообщалась с беженцами во Львове,[],"['574377039a79478cfa6671f2', '549dc43e9a79478c303bc12e', '5409f15de063daa0f408ada8']",5433e5decbb20f277b20eca9
624699a89a79473501fa15f9Isqnqhg_RzqEAJ1rg-bNAw,2022-04-01 07:21:43,«Касперский» выявил рост числа DDoS-атак на компании России в 8 раз,['5b4c70ae9a79472e05ca3037'],"['544bcba1cbb20fef45039e6e', '547c1516cbb20f53267f5323', '5a3109c99a7947e23072968c', '543f335ecbb20f851f9325ec']",540d5ecacbb20f2524fc050a
624144459a7947c26e5cf597DjyDHzbfRBu1qnBF5oqidg,2022-03-28 05:37:42,«Коммерсантъ» сообщил об уходе Майера с поста в производителе «Фрутоняни»,['60fa94ed9a7947b7152c986a'],"['59e769999a794784016da08a', '552fff479a794720217df68f', '5409f2c9e063daa0f408b17e']",540d5eafcbb20f2524fc0509
624310049a79477cb792fb70BJzW_HFfQKuQBc8PDjdHLA,2022-03-29 15:02:08,«Наша Нива» узнала о задержании руководителей белорусской «дочки» ВЭБ.РФ,['604f2c199a79478ec0029eae'],"['542d1e28cbb20f862ac2c1f6', '5409f306e063daa0f408b1db', '543ec15ecbb20f6e1fde87aa']",5409f11ce063da9c8b588a18
6264983f9a7947014fe1ebc96ny0SbLCSyajOvAVAd-AKA,2022-04-24 00:29:29,В районе крушения лайнера в Японии нашли четырех человек,[],"['5409f15ae063daa0f408ad8c', '549168dd9a79474479d0dc20', '569720269a79477547a80c6f']",5433e5decbb20f277b20eca9
628b42c69a7947bbd5132574QNhBYfpeQd6UmzrZ9LnARg,2022-05-23 09:08:44,Госдуме предложили ограничить сроки возможного увольнения мэров,['5b4c70ae9a79472e05ca3037'],"['54c2619c9a794787878496c1', '5409f30fe063daa0f408b1f1', '566990899a7947fcf754774a', '545abf63cbb20f390bffc4e1']",5409f11ce063da9c8b588a12
62712d5e9a7947b86685526dwFFF_LgrS4WMXXQvmDV_0Q,2022-05-03 13:37:53,"Путин заявил Макрону, что Москва открыта к диалогу с Киевом",['60bf2f0f9a79475cc856c5a1'],"['5409f15de063daa0f408ada8', '58fda2219a7947718b2933e1', '5409f15ae063daa0f408ad8a', '5409f309e063daa0f408b1dd', '58abcf539a7947f18bc079eb']",5409f11ce063da9c8b588a12
627778e79a794711350ade04-x-HeZJXRLKYaPOCQJU6Gg,2022-05-08 08:15:56,Минобороны России сообщило об уничтожении Су-24 и Ми-24 у Змеиного,['606dbb339a7947bd8e80a947'],"['5409f198e063daa0f408ae6b', '54db29aa9a794754480ef239', '54db4a789a7947636d472ce6']",5409f11ce063da9c8b588a12
62578bf49a794775b36b730aSMnIz0EgTOC4QM_xQhGQcw,2022-04-14 07:21:51,СК попросит ареста главреда «Нового фокуса» по делу о фейках об армии,"['5f36b3779a794782606d90c9','5cc18fcd9a79473f104a314a']","['552a6e6d9a7947f998d66f00', '5409f3a4e063daa0f408b34f', '5409f414e063daa0f408b55e', '5718b1a59a7947616a2028e8', '5409f17fe063daa0f408ae28', '545b75b3cbb20f967f3a1403', '621a3d0c9a794728d449ae5e']",5409f11ce063da9c8b588a12
6270144b9a79477b6e78f991__c1x0k1TGq65D56BFRkJg,2022-05-02 17:29:52,В Минобороны сообщили об уничтожении 36 военных объектов Украины,[],[],5433e5decbb20f277b20eca9
628b574e9a7947c6c496d156uBBEky1OSduSOsajeT_XZg,2022-05-23 09:51:26,Песков назвал оголтелым решение Польши разорвать газовый контракт,[],"['5409f15de063daa0f408ada9', '54366a01cbb20f810ba70f41', '5409f140e063daa0f408ad1d']",5409f11ce063da9c8b588a12
625ac7d49a79470c1dc39672Te1o6CBSRbCB6slZpHMupQ,2022-04-16 15:09:08,«Коммерсантъ» узнал об ущербе на ₽800 млн в деле ректора школы Райкина,['619226fb9a7947e681606cc3'],"['580745619a7947afcc592130', '542a57c8cbb20f06f6b2fcab', '5430fa87cbb20f41c21eb698']",5433e5decbb20f277b20eca9
6284e68c9a794770080998822B9hVVBwQ8qSnyfnDUw2Ew,2022-05-18 12:37:27,Мишустин объявил о повышении лимитов по льготной и семейной ипотеке,['619226fb9a7947e681606cc3'],"['5409f298e063daa0f408b126', '554bee069a794702d9f66096', '550abd909a79476d38aa7672']",5409f11ce063da9c8b588a18
620dec879a79475d124ac331t37o1Ze5Q-CRzuXFW7xS_w,2022-02-17 07:17:56,The Standard узнала о планах проверить все население Гонконга на COVID-19,['619226fb9a7947e681606cc3'],"['5426128acbb20f1e1630a5f7', '5577f72f9a7947f6177effbc', '5e8ec7799a7947848604a99e']",5433e5decbb20f277b20eca9
628ba2c29a7947eb168b38d2Tr7HL1YcQW2c2CqTlUPTxw,2022-05-23 16:24:29,В Минздраве заявили о проблемах с закупкой медизделий,['5edf68259a79470758e7ab2d'],"['54579d2dcbb20f99bc8c8cc1', '54af5b909a7947495509e01e', '544e5c84cbb20f3ea91a4ac3']",5409f11ce063da9c8b588a12
6266e40f9a7947af4f07faa935yLPKn9QWCZiB1xRnKkkQ,2022-04-25 19:06:29,Премьер Польши сообщил о передаче танков Украине,['6130a7379a79472aeb4546e3'],"['5409f15de063daa0f408ada8', '5409f29be063daa0f408b157', '54366a01cbb20f810ba70f41', '544fc6d6cbb20f68ebc8f49f', '5409f1afe063daa0f408aeb7', '5a2ec68a9a7947b090ace3c1']",5409f11ce063da9c8b588a12
6256feda9a794756f469e6bcFe2lIp0MTy-8D3NroasQRg,2022-04-13 17:31:38,Сотрудника администрации Элисты задержали из-за дела о фейках в Telegram,['60fa94ed9a7947b7152c986a'],"['5409f414e063daa0f408b55e', '564aa2289a794715630430a5', '591d9d909a79476a3d50e4a9', '5409f401e063daa0f408b500', '59b695239a7947506261b3bb']",5409f11ce063da9c8b588a12
61fbb1e29a794765079e9c52S3ccvTTwQjuLvwT9vzJGIA,2022-02-03 11:31:02,"Правительство выделило ₽187,8 млн на испытания назальной вакцины от COVID",[],"['5409f298e063daa0f408b126', '60cc2b489a7947b296493579', '5433e218cbb20f863a189888', '60001cfb9a79473cd0b147cd', '601d0d649a79476f6587198c']",5409f11ce063da9c8b588a13
620073219a79474dd0639542pAvySPWbQEaThrZ2igXJTA,2022-02-07 01:37:57,Школьников Красноярска снова эвакуировали из-за сообщений о минировании,[],"['59d362479a79470891f41dc7', '54363564cbb20f9283706003', '548f9d8d2ae59686876519a9', '5409f18ae063daa0f408ae3f']",5433e5decbb20f277b20eca9
6200f53e9a79477dd6f10a58vGhSVhpFT1iy6VZ0oq-oew,2022-02-07 11:59:38,Из ЦБ уйдет куратор борьбы с мошенниками и хакерскими атаками,['5bf2cdb19a7947e0aa3f5fa8'],"['5409f241e063daa0f408b029', '5409f14fe063daa0f408ad6b']",5409f11ce063da9c8b588a18
625fff729a79471af413b3a6dy95V4RQQCuD2BQ15lmbmQ,2022-04-20 13:29:38,Кипр аннулирует гражданство еще четырем фигурантам санкционных списков ЕС,['6130a7379a79472aeb4546e3'],"['5409f270e063daa0f408b0a8', '5409f3a0e063daa0f408b341', '549bfd139a794744b2a9a9da', '54b946b19a794742ed935fdc', '5409f294e063daa0f408b111', '5409f16ae063daa0f408adda']",5409f11ce063da9c8b588a12
628370279a79476f4d080dd6q42MPeyfRE6OWwiUwIe12A,2022-05-17 10:30:26,Песков направил Минобороны вопрос о статусе эвакуированных с «Азовстали»,"['5bfd1d039a794755995093f8','54244e01cbb20f03076b236d']","['58b6f4f29a79474561a7bc66', '543d3460cbb20f079e577c75', '545caa9ecbb20f366651641e', '621a3d0c9a794728d449ae5e', '5444f159cbb20f1b736b0303']",5409f11ce063da9c8b588a12
6202642a9a79477c9c40450fFcJyHDRbSHylVDOv55Aukg,2022-02-08 12:58:57,«Альтернативы нет»: о какой сделке Путина и Макрона сообщила FT,[],"['5409f15de063daa0f408ada8', '5409f140e063daa0f408ad1d', '5409f15ae063daa0f408ad8a', '58fda2219a7947718b2933e1', '58abcf539a7947f18bc079eb']",5409f11ce063da9c8b588a12
625bf3399a79474ced0d7f10VoCyozNCQsSEUD_t81FRtA,2022-04-17 11:05:28,В МИДе не исключили непреднамеренных инцидентов с НАТО в Арктике,[],"['5409f1a3e063daa0f408ae98', '54264cfccbb20fb98e84336f', '5409f196e063daa0f408ae65', '5409f140e063daa0f408ad1d']",5409f11ce063da9c8b588a12
623989d39a7947bdf252100caMzwa4SdS5uhcBsg63Q-uQ,2022-03-22 08:57:27,В Нижегородской области загорелись шесть бензовозов,[],"['54b3ea0a9a7947768fab5f0d', '5409f3e2e063daa0f408b486', '5592b43d9a7947de211fc846', '559293bd9a794751dc8399d3']",5433e5decbb20f277b20eca9
625f2b6b9a794757c32581bbuIgzZCOPR0ir9KfHtb9ELg,2022-04-19 22:04:12,СПБ Биржа не исключила приостановку торгов бумагами иностранных эмитентов,[],"['5409f175e063daa0f408ae02', '5592a68f9a794719538ce56c', '5436bdcccbb20fe6f7ce2963']",5409f11ce063da9c8b588a13
626942ff9a794709f6c4b293aZ7ks7kQR4mLXECj7GFeXg,2022-04-27 14:43:10,Последняя российская авиакомпания вышла из мировых альянсов,"['60bf2f0f9a79475cc856c5a1','606dc7aa9a7947c368c1d46c']","['5409f1c1e063daa0f408aee1', '568eada89a7947bc2855e625', '597756199a79474420caf05f', '54eaf7d99a794795f0c27342']",540d5eafcbb20f2524fc0509
625c98839a794771eb4662b3Up3V2wtBTA6FcibF1FjRQw,2022-04-17 23:04:15,В ЛДПР предложили увеличить выплаты при банкротстве работодателя,[],"['5409f27ce063daa0f408b0c0', '5592b4839a7947e00d5b5dea']",5433e5decbb20f277b20eca9
6239d5a39a7947e29b1be331ElkA_lbnQxyj64v8qMevyw,2022-03-22 14:29:56,Власти Москвы направят ₽7 млрд на помощь жителям из-за санкций,['6130a7379a79472aeb4546e3'],"['5440feebcbb20f9d2a870667', '5409f15be063daa0f408ad93', '559291019a794751dc8360f9', '54249c56cbb20feba0485f42', '55928eeb9a794751dc832f42']",5409f11ce063da9c8b588a12
624ab8839a7947d601e98d209-07LOJxTTS1wNtCWgacZQ,2022-04-04 09:56:30,В Кремле увидели на кадрах из Бучи видеоподлог и фейки,"['54244e01cbb20f03076b236d','6130a7379a79472aeb4546e3']","['545caa9ecbb20f366651641e', '5409f15de063daa0f408ada8', '621a3d0c9a794728d449ae5e']",5409f11ce063da9c8b588a12
626d213f9a7947584bba5dbbIM-FnjaHSpK-vYDPbnfJYQ,2022-04-30 14:44:46,"Вучич назвал конфликт на Украине «не региональным, а мировым»",['619226fb9a7947e681606cc3'],"['5409f15de063daa0f408ada8', '5409f324e063daa0f408b211', '5409f3c0e063daa0f408b40b']",5409f11ce063da9c8b588a12
62851ec09a794788ce6e9ecdONjtJydPTFGXFkALH9l_XA,2022-05-18 16:49:33,Мантуров допустил легализацию криптовалют в России,[],"['545f4070cbb20fd610351148', '574816159a7947d424d46df0', '5432d47dcbb20f08a625e7ef', '5409f1e0e063daa0f408af2e']",5409f11ce063da9c8b588a18
623fcd4f9a79476bd701a68apr_NhKUoSV-aqN1o3MoTMA,2022-03-27 05:00:11,"С началом спецоперации вдвое больше россиян увеличили траты, чем в COVID",['61811d649a7947d02fdf5d95'],"['553f88799a794702aa7f2c9a', '5409f29be063daa0f408b157', '56a88f629a7947f5e7e9ce5f', '553a43339a79476595cb8bd6']",5409f11ce063da9c8b588a18
6260f5229a794766f3657a4f7x6LHEZxRzGdrT1TKyJE8A,2022-04-21 07:18:46,В больнице Мариуполя нашли тела мирных жителей,[],"['591abcc59a79474a13944600', '543d3460cbb20f079e577c75', '54cfc7e49a79479719452aa9']",5433e5decbb20f277b20eca9
6285ba2d9a7947ad72dfedaf2FEtm9GkRDWZpk0bL5MtQw,2022-05-19 04:49:18,В Пенсильвании при стрельбе у университета пострадали пять человек,[],"['5428324dcbb20f2cd90fafc1', '54dc855b9a7947798a4120f6', '54dca6da9a794714bd831d50', '5409f15ee063daa0f408adb0', '5426be0acbb20f0c544303a0']",5433e5decbb20f277b20eca9
6253d6f59a7947a4e4819c4eXWVPJk6OTUOpRafSX6B9lQ,2022-04-11 08:15:57,Взрыв газа в жилом доме в подмосковном Ступино. Фоторепортаж,[],"['5409f144e063daa0f408ad26', '542e6babcbb20f0b4063b2ad', '55cef7589a79474bfca3f57d', '55928e4e9a794751dc832007']",5433e5decbb20f277b20eca9
6281b3fe9a7947d4351f72dawUVITdJGQ3WzrTti78MBkw,2022-05-16 02:26:07,На Дальнем Востоке эвакуировали школы и детсады после сообщений о бомбе,[],"['54a3c2e69a794765296d4b28', '54dc84939a79477970b4fb63', '54631e77cbb20f44584b8142', '548f9d8d2ae59686876519a9', '54463871cbb20f27fc9fc52f']",5433e5decbb20f277b20eca9
626be4999a7947fe2056d9fbgaGeUh5ZQVSaVrKHaf_Czw,2022-04-29 13:42:26,В России уровень коллективного иммунитета к COVID за неделю упал на 1%,['604f2c199a79478ec0029eae'],"['5e8ec7799a7947848604a99e', '61c5d5619a794775b0582c05', '5409f140e063daa0f408ad1d', '5577f72f9a7947f6177effbc']",5433e5decbb20f277b20eca9
6275ae729a7947b00121a1a1Dp-xzul5QCGRhjZUE05VUQ,2022-05-06 23:55:35,США поставят Украине 25 тыс. снарядов для артиллерии и радары,['61811d649a7947d02fdf5d95'],"['542b3d10cbb20f47c07dcb55', '54cf8b859a794771252ddf0b', '5409f15de063daa0f408ada8']",5409f11ce063da9c8b588a12
623e46719a7947174bd39727xT9LZ6GWRfi7-aTEBIOcXw,2022-03-25 23:09:54,Польский генерал Скшипчак потребовал «вернуть Калининград Польше»,['604f2c199a79478ec0029eae'],"['54787519cbb20f1fd66203fa', '54366a01cbb20f810ba70f41', '548ac7e92ae596d18ef45203']",5409f11ce063da9c8b588a12
620ce50b9a7947007ea3238aYz4yr1tbRlOgXqWujONkDQ,2022-02-16 12:27:24,Совбез оценил группировку США в Европе в 60 тыс. военных и 200 танков,[],"['55ba51be9a794739e1610c32', '5409f250e063daa0f408b05d', '5409f15ee063daa0f408adb0', '5409f31be063daa0f408b205']",5409f11ce063da9c8b588a12
6208d8f39a7947117e099cf3MpmrR29NTpajHv0wbcFimA,2022-02-13 10:26:23,Lufthansa не исключила приостановку полетов на Украину,"['606dc7aa9a7947c368c1d46c','5bfd1d039a794755995093f8']","['54290e8ccbb20f335fd9f6b5', '5409f15de063daa0f408ada8', '54875a6ccbb20f7377b1b4b3', '563c9e509a794788b98e74c7', '5426c60acbb20f76518c3e4c', '559292d09a794751dc8387f0']",540d5eafcbb20f2524fc0509
624ffbf89a794728ddd4c1a0nx3Ei5dQSXWj7V6vAH_Pbg,2022-04-08 09:16:38,Власти Москвы рассказали о ходе строительства станции БКЛ «Текстильщики»,[],"['5409f15be063daa0f408ad93', '5409f416e063daa0f408b56e', '55928fdb9a794751dc83463c', '5409f1e0e063daa0f408af34', '5592ad5f9a794719538d3747', '59919ba49a7947aace8e8bcf']",5433e5decbb20f277b20eca9
6211483e9a794705cd186c4f4nrFjhz8TIO7LausMeaVUg,2022-02-19 20:07:17,В Госдуме на ближайшем заседании обсудят рост напряженности в ДНР и ЛНР,['604f2c199a79478ec0029eae'],"['5409f145e063daa0f408ad35', '54986c919a79474919ad01f4', '5409f15de063daa0f408ada8']",5409f11ce063da9c8b588a12
626a67e19a7947694894d707EcrLAABxS86ihA553FEnAA,2022-04-28 10:49:23,Премьер Киргизии попал в больницу после жалоб на боли в сердце,['6130a7379a79472aeb4546e3'],"['549e8d069a7947a403fec967', '542949e1cbb20fda92656699', '5436c247cbb20f090653f53e', '5542bc7a9a794707262bc54f']",5409f11ce063da9c8b588a12
627d5f8c9a79473d49960dc2SJA1xTJwQ4uLS2yZlRbrxw,2022-05-12 19:37:14,МИД счел нонсенсом попытки отстранить Россию от ближневосточных вопросов,['60fa94ed9a7947b7152c986a'],"['5409f1a3e063daa0f408ae98', '54262362cbb20f6397b0bd1a', '5409f20ae063daa0f408af88', '54da85b29a79472a52b4f2bc', '5510f66e9a79474e4db8410a']",5409f11ce063da9c8b588a12
62552d9b9a794727841a4c3bbMNj1qDpTjOBoRhG5EhLRA,2022-04-12 08:24:07,Роспотребнадзор предостерег от преждевременного снятия COVID-ограничений,['60fa94ed9a7947b7152c986a'],"['5409f18be063daa0f408ae49', '5577f72f9a7947f6177effbc', '5424b76acbb20feba0485f4d']",5433e5decbb20f277b20eca9
623c84bb9a794758d6c062c6ezJoRfM8Sf-IB1KyxMUVFw,2022-03-24 21:00:10,Банки начнут предлагать ипотеку с возможностью снижения ставки,['5d5be3429a79472e44c19a73'],"['5a3109c99a7947e23072968c', '561bf0359a7947ec2eaaf789']",5409f11ce063da9c8b588a18
62714f939a7947bf33456587wFFF_LgrS4WMXXQvmDV_0Q,2022-05-03 16:24:59,Макрон заявил Путину о «крайней тяжести» последствий операции на Украине,['60bf2f0f9a79475cc856c5a1'],"['58fda2219a7947718b2933e1', '58abcf539a7947f18bc079eb', '5409f15ae063daa0f408ad8a', '5409f15de063daa0f408ada8', '553f994c9a79471b920042bb']",5409f11ce063da9c8b588a12
6282284f9a7947ffac437371-0a7IuVYQqilN_3glo9QAw,2022-05-16 10:38:08,Рестораны «Макдоналдс» продолжат работу в России под новым брендом,"['625949719a7947213854205f','6130a7379a79472aeb4546e3']","['5447b9edcbb20f10a4d61a2a', '5409f162e063daa0f408adc2', '599f1a019a794775a7de7e48']",540d5eafcbb20f2524fc0509
