document_id,tags_text
6268bb829a79474eaffb9acf3hzyBQfzS9WoE1n1ON5LcQ,"['Twitter', 'Илон Маск', 'сделка', 'неустойка']"
625edafe9a7947407b3e0257UOvGNsRaSw-r4iJKN3CzYw,"['SAP', 'Россия', 'програмное обеспечение']"
627b5ad49a7947749d82b262ruiRYiciSVO1Q-jVH9mavw,"['Минобороны', 'Су-35С', 'Су-35']"
621a39ba9a79472784f029d4KvWmP-9mTViu_72IcGHJSw,"['ДНР', 'ЛНР', 'Украина', 'Россия', 'Военная операция на Украине']"
6203f2e19a794712fc1941dcI01InwlITgO9mLntviGAOw,"['Подольск', 'Подмосковье', 'полиция', 'собаки', 'уголовное дело']"
628d142e9a794770d45e2e18h_1FBpvRTwOqamU59lYauw,"['Роман Абрамович', 'Джерси', 'Великобритания']"
627a53db9a79473760ad8f31NLEzyFFWTTq_2ipMwslnMQ,"['сухогруз', 'пожары', 'Краснодарский край', 'Темрюк', 'новости']"
6240333c9a794782317d6fcbhQWGlfkNSi2xKvOoh2YNSg,"['Референдум', 'ЛНР', 'Леонид Калашников', 'Андрей Клишас']"
62076a469a7947b9298caeb9wPQAQ2tFREOQTW3X_XB-6g,"['Геннадий Зюганов', 'КПРФ', 'коронавирус']"
6284ac089a794752c97fd430slSPn6srSSKu3Ex7YetR0w,"['Су-25', 'МиГ-29', 'Су-24', 'самолеты', 'Военная операция на Украине', 'Минобороны']"
6280940d9a79479133fa59189mxugTIITY-gdgbdLtihzw,"['Вячеслав Володин', 'санкции', 'Госдума', 'экономика России']"
624b08579a7947fc45b8e735ZeVXYLwAQQO2SIY2tCt3mg,"['Рамзан Кадыров', 'добровольцы', 'Чечня', 'Военная операция на Украине']"
61fced379a79474fbf929278HbzxWPdxSn-Q8pT-R7qRWg,"['медицинский центр', 'Санкт-Петербург', 'задержание']"
627c20869a7947c5aa5ed1cfjMl81qN-QKe37PLCBNclHg,"['Италия', 'Марио Драги', 'США', 'переговоры', 'Военная операция на Украине']"
624eaab99a7947ad0fd60054OhSrOFJsQGiO41p3_M4y5g,"['гособоронзаказ', 'хищения', 'Санкт-Петербург']"
625d55099a7947b2437637508LEYIiLRT5q25FSp6BpYTg,"['Болгария', 'высылка дипломатов', 'санкции', 'Военная операция на Украине']"
6278df789a794766f7612ff8V9LMndLMQRi4_pdGdNDFIQ,"['Италия', 'Имущество', 'арест', 'санкции']"
6252c4099a79475ecabfa7abn0mbUjk6TqyFxBASDrl_Xg,"['награды', 'Военная операция на Украине', 'Минобороны']"
61fa4e7d9a7947df18f28c13_hX-g_9lS86QGG-FtKpSiw,"['МИД Великобритании', 'Мария Захарова', 'Прибалтика']"
62903d3b9a7947015dc49649lMJ_GvqPT4GztOdw2jUjvQ,"['Приморье', 'Приморский край', 'Депутаты', 'КПРФ', 'Военная операция на Украине']"
6278eb729a79476a2f558bd1-2YBpxzJQEGdImV1IRf2ww,"['Роскосмос', 'Роскомнадзор', 'блокировка', 'YouTube', 'доступ']"
62614e699a794792c47ac85euCdekZCYSfCEFCrG9GKkjg,"['Андрей Макаревич', '«Машина времени»', 'отмена концертов']"
62819ff09a7947cd052a62c5h4ekdvwoScy67_L-x95OpQ,"['Талибан', 'Армия', 'Афганистан']"
62494e499a79477608c41a61m1RFLN6XSPyEGdKhDO5nyA,"['Одесса', 'Украина', 'нефтеперерабатывающий завод', 'Минобороны']"
6238870a9a79476f887f02eefLXXqbXhToGgjrtpAGmbgA,"['ВТО', 'Россия в ВТО', 'торговля', 'Госдума']"
62432f119a7947044da32a6emvEPjuEES0WkzEHN_ZvhsQ,"['вакансии', 'Superjob', 'Исследование', 'рынок труда']"
6254a9609a7947046db3b1cb-SVyE-y-QtqH-Ak7p1ZaiQ,"['Владимир Зеленский', 'весенний призыв', 'Военная операция на Украине']"
620aaff99a79472bcfb4d591kEp_gEk0Ql-FYxD_p-9c0A,"['НАТО', 'Сергей Лавров', 'США', 'Пентагон']"
627a5e229a79473911d8aa37EwFYRWmGS46KmAy5s-OXmg,"['терроризм', 'Россия', 'Литва', 'сенаторы', 'Владимир Джабаров', 'Военная операция на Украине']"
628f55c79a7947ac9737f836pBEWDU2bTWew0DbkKyZDtw,"['патриарх Кирилл', 'Украина']"
62858f6c9a7947a5b92f48006x_n3oLQRdGoIuKPSWU-jA,"['отпуск', 'отдых']"
62504d709a7947550548a953EynDVmWbRUuoJ_Ru8aVmSg,"['Германия', 'Франк-Вальтер Штайнмайер', 'поставки газа', 'поставки нефти', 'химическая промышленность', 'Евросоюз']"
6266c3559a7947a387e64b32W2sj63sUTz2U7jkJGafEuw,"['газ', 'Евро', 'ФРГ']"
6245de0c9a7947038574a88c6GTTZuNtRDGotkRs4svg3Q,"['Госдума', 'антивоенная акция', 'флаг России', 'Генпрокуратура', 'Военная операция на Украине', 'символика', 'экстремизм']"
625c50509a794765065654c3yo2LASUiSUChbd3Ph-yKiQ,"['G7', 'финансовая помощь', 'Военная операция на Украине', 'МВФ', 'Владимир Зеленский']"
62678c459a7947e17e50af665EelN6aoTjyRHO_IoWfYtQ,"['Пенсионный фонд РФ', 'Фонд социального страхования', 'объединение']"
623d0d639a79472572c6ff4cFaHqxgSJTxKMJxUdKf71eQ,"['ФАС', 'спекуляции', 'Россия']"
61fd75eb9a7947943d10e2bfz6lUQcNOROCkc1BHPNKyZQ,"['США', 'газ', 'Джен Псаки', 'Россия', 'Украина', 'вторжение', 'Европа']"
62579dd59a79477b7a3fb955QGYRKxkqT7CWXhnHn7b_7g,"['энергоресурсы', 'Россия', 'Колумбия', 'ЕС']"
625947b59a79471ec78272a9qV6GrZEIRemmp9aaFaZGXQ,"['Финляндия', 'Швеция', 'НАТО', 'Мария Захарова']"
623d18459a794725fc975ce9UvwKZFAdQS6NYPPusaFCOw,"['Япония', 'санкции', 'Россия']"
6277f7629a7947319e9bbdc1J--voM24SjusddlSGJS23A,"['нацизм', 'нацисты', 'Дмитрий Медведев', 'западная европа', 'Европа', 'Прага', 'Чехия', 'Иван Конев', 'Адольф Гитлер']"
626d8a4e9a79477268a4f1b2kEk7iQvnSEaNcBwXB26ADw,"['Дания', 'иностранные военные', 'Украина', 'Военная операция на Украине']"
62732cd09a79475222dd3a2bfIlmjrTZS4WqytnYtJSHlA,"['США', 'Украина', 'Владимир Зеленский', 'Джо Байден', 'ракеты', 'корабли', 'порты', 'Одесса', 'поставки продовольствия']"
621003559a7947b94820aed5N3D-OtSOQk6L_vHttpz2qw,"['Энтони Блинкен', 'США', 'Сергей Лавров', 'Белый дом', 'встреча']"
628b67259a7947cf4bc00b7fh0SY_0AiSbqdod9cFYIHgg,"['онлайн', 'Wildberries', 'интернет-торговля']"
62679d5c9a7947e6bd965a69IFQgmnEWSEmjDJL3lnbNBg,"['Valio', 'сыры', 'Финляндия', 'молочная продукция', 'йогурты']"
61fceb419a79474fefd4b35f3TSxTsrUTwy_0_YRPInNpA,"['Газпром', 'Китай', 'поставки']"
61fa6e1a9a7947f279c9a72457wBYYVGT9SifGBtE-hUog,"['материнский капитал', 'Дети', 'россияне', 'Банки', 'кредиты']"
625ff95d9a7947170cbcb200bmZkQx8-SRKNamA7WCrzbw,"['суд', 'Максим Резник', 'наркотики', 'Санкт-Петербург']"
6256ee4f9a79475042ab66b42QggjfGnRWSwNYombKGqQQ,"['Мария Захарова', 'МИД', 'Украина', 'переговоры']"
620a91dd9a794722665e0ddaSi7nhKW1Q9SbpmnXyoPTBg,"['Польша', 'взрыв', 'взрывчатое вещество']"
625568df9a794741e114a762TPjKT05wToSGAj7fGHeF_Q,"['угроза', 'терроризм', 'режим', 'Крым', 'Военная операция на Украине']"
61fafe669a79472b1e0ad13fXACBR7pzTK-kbRkJSlewCw,"['Госдепартамент США', 'брифинг', 'оповещение']"
624d3cb79a79472a0eda48c6KXBmpzBZSo--o9KX5NORwA,"['Минобороны', 'базы', 'ГСМ', 'Украина']"
623afd249a794746302fd3988olUmd6WT2KYO9hRUHdtRg,"['США', 'россияне', 'киберперступник', 'суд', 'ФБР', 'персональные данные']"
61fe7ae99a7947d729b949cfo5rO-DSoSXih4FstmLbGEA,"['Роспотребнадзор', 'перчатки', 'гигиена', 'коронавирус', 'COVID-19']"
626340429a7947396a8af284gc5cUG7NTA6C2d8NkYDA7A,"['«Сахалин-2»', 'Япония', 'Китай', 'санкции']"
62075d709a7947b492164c4enjBJrmaITDSvrye2YyGXpg,"['Черное море', 'Крым', 'ВМФ', 'военные учения']"
6285697e9a79479a67085406NfJxVN50SNic69Nn_GzwyA,"['ВВП России', 'Росстат']"
620aa6d29a79472a32a50e5akscLZeiQR5i-OgrkNZoY0w,"['ФСБ', 'хакеры', 'прекращение работы']"
624936b59a7947716ee4161am1RFLN6XSPyEGdKhDO5nyA,"['Андрей Клишас', 'Закон', 'поправки', 'Госдума', 'Уголовный кодекс', 'антироссийские санкции']"
6241adf09a7947f79dd0f1c18NWpmi_STQakyEVYX8Madw,"['Россия', 'газ', 'рубли', 'оплата', 'G7', 'министры', 'Германия']"
62015f939a79472527d6b0bbAKepbabfQ3-AdoarK3nC8Q,"['G7', 'Украина', 'санкции', 'антироссийские санкции']"
6280320f9a794781fcad2047pmntt3cDS3S4w2gDD2WXLw,"['Северный поток-2', 'Германия', 'санкции', 'поставки газа']"
605321259a7947663a3b6ab2v48LOFRCRFGXZs85UrqRpg,"['мультимедиа', 'Гагарин', 'Франция', 'Великобритания', 'королева', 'Япония', 'Египет']"
620783be9a7947c2e295539a8XppcQyXScqg0MO-j164yw,"['смерть', 'похороны', 'Троекуровское кладбище', 'Москва']"
62850cdb9a79478291fcd608KAojeXxrRx25BWOzYNFzag,"['Ту-160', 'приговор', 'суд', 'ОПК']"
627905699a794772a1eace42XdjCCRbmS8mIvNDOMLe89w,"['Франсуа Фийон', 'Пенелопа Фийон', 'суд', 'трудоустройство', 'Франция']"
627a71c39a79473f0f35193cqCvfQcJeRXuKqzkVgO2NAw,"['Сергей Лавров', 'Жозеп Боррель', 'золотовалютные резервы', 'восстановление', 'Украина']"
625771af9a794771c6251aaahfSc2ZhCSH-lOKsB-Qwhtw,"['стресс', 'соцопрос', 'россияне', 'психологическая помощь']"
620a9e259a794726975e53e4kfbEKBO-TT6ynFwYjoWc7g,"['взрыв', 'жилой дом', 'Люберцы', 'Московская область']"
6244086e9a7947411fc98de0gHBHa1AIQBq9XkSHo1jGFA,"['Олег Дерипаска', 'Лев Толстой', 'статья']"
627d1ab99a79472612167fd1m2hmKF7nRpWCXvsgP4i8-A,"['Украина', 'Военная операция на Украине', 'конфискация имущества', 'Верховная рада Украины']"
620f4dd09a794760d527fc06IQ15chUQRh-IXTNimWUuQQ,"['ООН', 'Россия', 'Украина', 'стихи']"
628469dd9a79473a891e609bvNJywU8dRIm9TTtWizyMHw,"['КНДР', 'лихорадка', 'коронавирус', 'COVID-19']"
6267a5229a7947eb69b75fb0XEqzp0fYT_Kn1T6TQBo3MA,"['ДНР', 'Денис Пушилин', 'Военная операция на Украине', 'Приднестровье']"
6256722c9a794713c811b043U7K9UrF8R-SYAiOoyaPd1Q,"['акциз', 'сладкие напитки', 'газировка', 'Coca-Cola', 'PepsiCo']"
628d62e59a794782cfe45546eweWsfh0QbiIcvMVoANy5w,"['Владимир Путин', 'МРОТ', 'пенсии', 'соцвыплаты']"
628e3afb9a79475302f53604xkJSyHkiQfG1SW6NVmBS4w,"['Евгений Ройзман', 'административное дело', 'Сергей Лавров']"
6277ce4f9a794728c5e6f06ftBg7nEa8QnyYSFP2s5Ym9w,"['Еврокомиссия', 'Урсула фон дер Ляйен', 'Украина', 'День Победы', 'Европа']"
624815e09a79472c73abe644K8B7xWE3TDmNSpupCb-QSQ,"['Папа Римский', 'Франциск', 'поездка', 'Украина', 'Киев']"
627cea6d9a794706851a2645POeqFaVWSEee26sZvqzBFw,"['мультимедиа', 'Филиппины', 'Родриго Дутерте', 'Фердинанд Маркос']"
62552a8b9a794725d6911dc9t_m9eKkpRNSI0HID4ItfKg,"['Минобороны', 'Украина', 'Мариуполь']"
626dba789a79477f49c97346uqjcd78PRsm1e7xwk6FrjQ,"['Аэропорты Москвы', 'задержка рейсов', 'отмена рейсов']"
6246ff309a79476872482f80LVeED789QwClOgObw-3Ohw,"['переговоры', 'Владимир Путин', 'Реджеп Тайип Эрдоган', 'Турция', 'Военная операция на Украине']"
6289d5c09a794760f905199dwPzWFKedTvS_A7o9zE88tw,"['АТЭС', 'саммит АТЭС']"
620a6be19a794711439ead14o5FxYqHGSR2spVNrzmMdlg,"['испытания', 'лекарство', 'Минздрав', 'коронавирус']"
6253bd5a9a79479afd73af24qeqKKj11SzaSXjopcEoQKg,"['Израиль', 'шпионское ПО', 'Еврокомиссия', 'слежка']"
626ba2509a7947dab71f8077HS_z222QTEafycg5zCPIpA,"['Боржоми', 'минеральная вода', 'санкции', 'Альфа-Банк']"
6273d82b9a7947155dd625570iQ9k56VQS6qvPmSotD13g,"['Япония', 'санкции', 'Россия', 'Фумио Кисида']"
62017d739a79472d6ee418f8awCkhqcGQ0q11GH1OKMGHw,"['США', 'Украина', 'НАТО']"
6247dace9a79471a6f485d89_b7hVde_QdqunGHazD315Q,"['США', 'Пентагон', 'Минобороны США']"
628f9f519a7947d78d02d340c-YIQQe_RjGkMD54gwKTFQ,"['летний отдых', 'каникулы']"
623addd59a7947341ce3f2e7ezJoRfM8Sf-IB1KyxMUVFw,"['самолет', 'ремонт', 'Ан-24', 'Ан-26']"
625a26ff9a79476653568347xpNxhcMwQEOP9sOebEUIsw,"['ДНР', 'Мариуполь', 'Азовсталь', 'Военная операция на Украине']"
6238427c9a79474d69b305b2MKPWRgPvQ8W6_f_AkCjY3A,"['Следственный комитет', 'Украина', 'пленные', 'Александр Бастрыкин', 'уголовное дело']"
62866e759a7947002d54b2be01aClYwET-29ZVkjDNZBHg,"['Банки', 'Росфинмониторинг', 'обналичивание денег']"
6254df3c9a79470f526af169c5nd5ZVfRXOM6r4vqarcMg,"['Госзнак', 'новые купюры', 'банкнота']"
6206e5ed9a79479cfcf99140Zvp599alTnG9T7wV6jloQw,"['Геннадий Зюганов', 'КПРФ', 'ОРВИ', 'Больница', 'новости']"
627d4b519a794737b20208b3lp28zIb2TSuYdLwK6gmgKQ,"['доставка', 'продукты']"
620060559a79474aae7a8e7eEnKFaoAYTiyPoc6WrEv_jQ,"['Мария Захарова', 'НАТО', 'фейк']"
62823c869a794708d2ce8634GBn3ze4UTsyvC35EfQs6VA,"['Александр Лукашенко', 'ОДКБ', 'саммит', 'Безопасность']"
620dd6ce9a794753a204be5ctNzC1BJxSo6trzrJbKMxGw,"['ДТП', 'Кемерово']"
6269269f9a79477d401d00c88MGAOPB7R_uiTnjrFH2wew,"['Япония', 'безвизовый режим', 'Курилы']"
623de3da9a79478054f5f056HigJ-sGqTxqLBwECp5i9sA,"['Роман Абрамович', 'Дубай', 'Недвижимость', 'ОАЭ']"
6202233c9a79475a4559c8c9NXa94CtcSMq-Wfpsm88sEQ,"['МИД', 'Александр Панкин', 'санкции']"
62542c279a7947d43b98f981_cDhkIocTGW61SI0By8UuA,"['Роскомнадзор', 'Google']"
625a088c9a7947647b536074DVtlCJVORniUKKTzgF3ryA,"['Украина', 'США', 'переговоры', 'Военная операция на Украине']"
61fdae029a7947a358ab258aKbHCImH_QByWnyUAnCPXEg,"['Ассанж', 'Франция', 'резолюция', 'Wikileaks']"
62396e529a7947aec4ca0605RWRf-0kBQoS2ItqswTcypw,"['Сергей Рябков', 'МИД', 'отношения России и США']"
625824899a7947b9dc192174I6BhPongSjK0HUAAYDsUcA,"['оружие', 'эмбарго', 'Евросоюз', 'санкции']"
6245a8d79a7947e02d95279eMYsiJ7xfSv2qMcfTD3CGdA,"['Владимир Путин', 'газ']"
6210be0b9a7947e3a17f42a1Jpmw45JXS3qDSV31Pp-8Qg,"['поезд', 'массовая эвакуация', 'конфликт в Донбассе', 'Беженцы с Украины', 'видео']"
624ad99d9a7947e65bed75c09-07LOJxTTS1wNtCWgacZQ,"['СК', 'Приморье', 'задержание']"
6242ed009a7947674750ed1cpShrp2GFT2qFckeWzCeFXA,"['Минфин', 'еврооблигации']"
61fa8ac19a794702420ebbd54ixPJps-TFGlE0qBiNwYTQ,"['Ксения Собчак', 'Сергей Шнуров']"
6207a41e9a7947cb105dc5a4UyfTTVNYQB-vE2zoDY6FOA,"['Минские соглашения', 'ДНР', 'Украина']"
628c508c9a7947185d04e565ChwWD9q1Rua36iAyl5ltMA,"['Татьяна Москалькова', 'Красный Крест', 'военнопленные', 'посещение']"
620cc1c69a7947e87f6b2ad705fCDim9QoGugCkTGNdrhg,"['Дмитрий Песков', 'Владимир Путин', 'признание']"
6204db689a794756c4273975xMxkWattR_ewhI94MWFjLg,"['коронавирус', 'Москва', 'оперативный штаб']"
6202561b9a7947749d434273i_6x-_IgS0upp34kpVcG5A,"['Нижегородская область', 'Дзержинск', 'роды', 'новости']"
625c0bc19a79475341a07197o_cAm4WmSzOV7ApIf6SdZg,"['Урсула фон дер Ляйен', 'дефолт', 'Еврокомиссия', 'Россия', 'санкции']"
626d24bb9a7947584bba5dc6QyfLcCq9SWCho0iyRUba1A,"['Украина', 'рубли', 'Запорожская область']"
6288b6e99a7947254d6c1f17NC-NBqAZS4aHpnu3azrYiw,"['Канны', 'дорожка', 'Каннский кинофестиваль', 'обнаженная женщина']"
624ba6769a794729ebd3035c4xk7uKNMTAafIfJRcFGCeg,"['США', 'Казначейство США', 'государственный долг', 'санкции']"
620fbe7b9a7947a15fea5326KpArTby-TqWKwPREElU6kg,"['ДНР', 'Донецк', 'Украина', 'автозаправка']"
623819719a79473a001bdc11kMxursQ_QkaJjAcrjlBQfg,"['Япония', 'машиностроение', 'приостановка производства', 'автозапчасти', 'новости']"
620533b39a794700f5830ae0vDi5_j0PQVCaKj2UJf9_gw,"['Чечня', 'Грозный', 'суды', 'переименование', 'Госдума', 'законопроект', 'парламент Чечни']"
626d5bb19a794767afd396df2pM1LuGoRteK4UYzBvvOdQ,"['Анджелина Джоли', 'Львов', 'Украина']"
624699a89a79473501fa15f9Isqnqhg_RzqEAJ1rg-bNAw,"['DDos-атаки', 'кибератаки', 'Банки', 'госорганы']"
624144459a7947c26e5cf597DjyDHzbfRBu1qnBF5oqidg,"['Тони Майер', 'ФрутоНяня', 'отставка']"
624310049a79477cb792fb70BJzW_HFfQKuQBc8PDjdHLA,"['Белоруссия', 'ВЭБ', 'задержание']"
6264983f9a7947014fe1ebc96ny0SbLCSyajOvAVAd-AKA,"['Япония', 'крушение судна', 'Хоккайдо']"
628b42c69a7947bbd5132574QNhBYfpeQd6UmzrZ9LnARg,"['местное самоуправление', 'законопроект', 'мэры', 'губернаторы']"
62712d5e9a7947b86685526dwFFF_LgrS4WMXXQvmDV_0Q,"['Украина', 'Эмманюэль Макрон', 'Франция', 'переговоры', 'Владимир Путин']"
627778e79a794711350ade04-x-HeZJXRLKYaPOCQJU6Gg,"['Минобороны', 'Су-24', 'бомбардировщик']"
62578bf49a794775b36b730aSMnIz0EgTOC4QM_xQhGQcw,"['Хакасия', 'СК', 'уголовное дело', 'Росгвардия', 'СМИ', 'журналистика', 'Военная операция на Украине']"
6270144b9a79477b6e78f991__c1x0k1TGq65D56BFRkJg,[]
628b574e9a7947c6c496d156uBBEky1OSduSOsajeT_XZg,"['газ', 'Польша', 'Россия']"
625ac7d49a79470c1dc39672Te1o6CBSRbCB6slZpHMupQ,"['Константин Райкин', 'вузы', 'театр']"
6284e68c9a794770080998822B9hVVBwQ8qSnyfnDUw2Ew,"['правительство', 'Михаил Мишустин', 'льготная ипотека']"
620dec879a79475d124ac331t37o1Ze5Q-CRzuXFW7xS_w,"['Гонконг', 'коронавирус', 'COVID-19']"
628ba2c29a7947eb168b38d2Tr7HL1YcQW2c2CqTlUPTxw,"['Минздрав', 'медицинские изделия', 'закупка']"
6266e40f9a7947af4f07faa935yLPKn9QWCZiB1xRnKkkQ,"['Украина', 'спецоперация', 'Польша', 'танки', 'Великобритания', 'Матеуш Моравецкий']"
6256feda9a794756f469e6bcFe2lIp0MTy-8D3NroasQRg,"['уголовное дело', 'Калмыкия', 'фейк', 'ФСБ', 'Telegram-канал']"
61fbb1e29a794765079e9c52S3ccvTTwQjuLvwT9vzJGIA,"['правительство', 'вакцинация от COVID-19', 'испытания', 'Центр имени Гамалеи', 'Спутник V']"
620073219a79474dd0639542pAvySPWbQEaThrZ2igXJTA,"['звонки о минировании', 'Красноярск', 'школы', 'торговые центры']"
6200f53e9a79477dd6f10a58vGhSVhpFT1iy6VZ0oq-oew,"['Банк России', 'мошенничество']"
625fff729a79471af413b3a6dy95V4RQQCuD2BQ15lmbmQ,"['Кипр', 'гражданство', 'паспорт', 'аннулирование', 'санкции', 'ЕС']"
628370279a79476f4d080dd6q42MPeyfRE6OWwiUwIe12A,"['Азовсталь', 'Мариуполь', 'Дмитрий Песков', 'Военная операция на Украине', 'эвакуация']"
6202642a9a79477c9c40450fFcJyHDRbSHylVDOv55Aukg,"['Украина', 'Россия', 'Франция', 'Эмманюэль Макрон', 'Владимир Путин']"
625bf3399a79474ced0d7f10VoCyozNCQsSEUD_t81FRtA,"['МИД', 'Арктика', 'НАТО', 'Россия']"
623989d39a7947bdf252100caMzwa4SdS5uhcBsg63Q-uQ,"['нефтебаза', 'ЛУКОЙЛ', 'Кстово', 'Пожар']"
625f2b6b9a794757c32581bbuIgzZCOPR0ir9KfHtb9ELg,"['Санкт-Петербург', 'Биржа', 'торги']"
626942ff9a794709f6c4b293aZ7ks7kQR4mLXECj7GFeXg,"['Аэрофлот', 'Альянс', 'российские авиакомпании', 'выход']"
625c98839a794771eb4662b3Up3V2wtBTA6FcibF1FjRQw,"['ЛДПР', 'Банкротство']"
6239d5a39a7947e29b1be331ElkA_lbnQxyj64v8qMevyw,"['Сергей Собянин', 'Москва', 'соцподдержка', 'средства', 'Бюджет']"
624ab8839a7947d601e98d209-07LOJxTTS1wNtCWgacZQ,"['Дмитрий Песков', 'Украина', 'Военная операция на Украине']"
626d213f9a7947584bba5dbbIM-FnjaHSpK-vYDPbnfJYQ,"['Украина', 'Сербия', 'Александр Вучич']"
62851ec09a794788ce6e9ecdONjtJydPTFGXFkALH9l_XA,"['Денис Мантуров', 'криптовалюта', 'легализация', 'Минпромторг']"
623fcd4f9a79476bd701a68apr_NhKUoSV-aqN1o3MoTMA,"['траты', 'спецоперация', 'пандемия', 'Superjob']"
6260f5229a794766f3657a4f7x6LHEZxRzGdrT1TKyJE8A,"['Больница', 'Мариуполь', 'мирные жители']"
6285ba2d9a7947ad72dfedaf2FEtm9GkRDWZpk0bL5MtQw,"['стрельба', 'Филадельфия', 'Пенсильвания', 'США', 'пострадавшие']"
6253d6f59a7947a4e4819c4eXWVPJk6OTUOpRafSX6B9lQ,"['мультимедиа', 'Подмосковье', 'Ступино', 'взрыв газа']"
6281b3fe9a7947d4351f72dawUVITdJGQ3WzrTti78MBkw,"['минирование', 'Петропавловск-Камчатский', 'Хабаровск', 'школы', 'детские сады']"
626be4999a7947fe2056d9fbgaGeUh5ZQVSaVrKHaf_Czw,"['COVID-19', 'Коллективный иммунитет', 'Россия', 'коронавирус']"
6275ae729a7947b00121a1a1Dp-xzul5QCGRhjZUE05VUQ,"['Пентагон', 'военная помощь', 'Украина']"
623e46719a7947174bd39727xT9LZ6GWRfi7-aTEBIOcXw,"['генерал', 'Польша', 'Калининград']"
620ce50b9a7947007ea3238aYz4yr1tbRlOgXqWujONkDQ,"['Совет Безопасности', 'Европа', 'США', 'войска']"
6208d8f39a7947117e099cf3MpmrR29NTpajHv0wbcFimA,"['Lufthansa', 'Украина', 'авиаполеты', 'KLM', 'Киев', 'авиасоообщение']"
624ffbf89a794728ddd4c1a0nx3Ei5dQSXWj7V6vAH_Pbg,"['Москва', 'метрополитен', 'Строительство', 'транспорт', 'Метро', 'Андрей Бочкарев']"
6211483e9a794705cd186c4f4nrFjhz8TIO7LausMeaVUg,"['Госдума', 'Вячеслав Володин', 'Украина']"
626a67e19a7947694894d707EcrLAABxS86ihA553FEnAA,"['Киргизия', 'премьер-министр', 'госпитализация', 'сердце']"
627d5f8c9a79473d49960dc2SJA1xTJwQ4uLS2yZlRbrxw,"['МИД', 'Ближний Восток', 'кризис', 'урегулирование', 'отстранение']"
62552d9b9a794727841a4c3bbMNj1qDpTjOBoRhG5EhLRA,"['Роспотребнадзор', 'коронавирус', 'ограничения']"
623c84bb9a794758d6c062c6ezJoRfM8Sf-IB1KyxMUVFw,"['Банки', 'Ипотека']"
62714f939a7947bf33456587wFFF_LgrS4WMXXQvmDV_0Q,"['Эмманюэль Макрон', 'Владимир Путин', 'Франция', 'Украина', 'последствия']"
6282284f9a7947ffac437371-0a7IuVYQqilN_3glo9QAw,"['рестораны', 'сеть ресторанов быстрого питания', 'Открытие']"
6270ae8a9a79479c9234bd2f5Xq8yfvwSlSBU5OglFKxZQ,"['Эстония', 'парламент', 'граница']"
61fb6c1b9a79474418fca8e7JhzPpDt1TBCEvJfrBhMuzw,"['техосмотр', 'ФАС']"
624ac5069a7947dd77407b6fYxcpMmG4Sf-w6o-FqFHKsQ,"['Германия', 'дипломаты', 'высылка дипломатов', 'МИД']"
61fa84719a7947fea0255390ImnJqK0DToqaTZARghG_2A,"['Генеральная прокуратура России', 'террористическая организация', 'стрельба в школе']"
628ca7659a79473ba9b1f369y1RcBhYNS1O-z3fPHxEJrw,"['Дмитрий Песков', 'Кремль', 'Военная операция на Украине', 'МИД', 'ООН']"
628b551e9a7947c5b0c7ed79CDrAT9GESWGPjgGTILXnbQ,"['Италия', 'МИД', 'Украина']"
623d4f449a7947368b259fa69O4Ag7UcQzS3Sd17Eqi7rQ,"['санкции', 'США']"
6246315e9a79471aeefba98byBaFkEL3R7ibKMevxBfWBQ,"['Великобритания', 'Украина', 'Россия', 'соглашение']"
623cd8499a7947198766b8ab0PGJl0Z7R-WPMkd66zV7-A,"['РПЦ', 'санкции', 'суррогатное материнство']"
627ea1c19a79472993668a8bb3ucNaUXSwS2rvk1S__38w,"['Андерсон', 'кафе', 'Россия', 'эмиграция']"
609d11a69a79477cef513697Q6DNAaK9SraazC45xGhHHw,"['высылка дипломатов', 'МИД', 'персона нон грата']"
6267f1b59a794713394c04edRZlzR2wvRyqRlqzOMF8lCg,"['стрельба', 'детсад', 'Ульяновская область', 'помощь', 'новости']"
624e8c989a79479ef7e784207tYLpgMbT3yvK5sv0e_65Q,"['Австралия', 'санкции', 'антироссийские санкции', 'Дмитрий Григоренко', 'Максим Решетников', 'Александр Бабаков']"
6234974b9a7947e6caa7235eS5jwEh8vTOOoiw8E1kXJAQ,"['налоги', 'НДФЛ', 'ФНС', 'льготная ипотека', 'налоговый вычет']"
627284269a794723941e9e1cX-7v6KFuSfO260BYr-xfwg,"['Rutube', 'реклама', 'Газпром-Медиа', 'YouTube']"
5e2fe9459a79479d102bada6kerpILCcRlOhGuiAmzY2OQ,"['коронавирус', 'главные новости', 'последние новости']"
62386caa9a7947618c854942CjJOCP9yQZ-iaWbgCW2XkA,"['простой', 'Аэропорт', 'Шереметьево']"
6258600a9a7947d54817f068ZAlzbvinRlqTk30mP2__kQ,"['США', 'заморозка счетов', 'активы', 'Джейк Салливан']"
625f95729a79476d039a789c36heltiwQIKtW7e2gYUqYg,"['Shell', 'Газпром', 'совместное предприятие']"
627d05769a794714b7ae6083UtdWd5qMStq8DWiEVgaPtw,"['фейк', 'Минпросвещения', 'мультики', 'школы']"
628381d19a794778b3dea1bf6UHf2I9-ShKAFECe99AexQ,"['Балтийское море', 'МИД']"
620d757d9a79473f234cbdbeuR1zB0yXQQiaUfzyU_vXFA,"['Джо Байден', 'США', 'Олаф Шольц', 'Германия', 'Минские соглашения', '«нормандский формат»']"
